"year","serial","month","hwtfinl","cpsid","asecflag","hflag","asecwth","pernum","wtfinl","cpsidv","cpsidp","asecwt","age","sex","race","diffany","edgrade","edgrdly","category","category_2","retention_status","difficulty_status","enrolled_kindergarten","enrolled_preschool"
2009,36852,10,219.6574,20080707165100,NA,NA,NA,4,262.2789,200807071651041,20080707165104,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,36943,10,323.5427,20090700095700,NA,NA,NA,4,270.539,200907000957031,20090700095703,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37003,10,1579.6107,20080901020500,NA,NA,NA,5,2256.309,200809010205051,20080901020505,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37216,10,1529.6226,20091003721600,NA,NA,NA,3,1451.0075,200910037216031,20091003721603,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37398,10,2396.1286,20091003739800,NA,NA,NA,5,2428.5267,200910037398051,20091003739805,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37535,10,1420.51,20091003753500,NA,NA,NA,3,1727.3693,200910037535031,20091003753503,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37578,10,2047.9095,20080705202900,NA,NA,NA,5,1808.3999,200807052029051,20080705202905,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37671,10,518.055,20081005877100,NA,NA,NA,4,450.2059,200810058771041,20081005877104,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37686,10,418.4306,20090705912700,NA,NA,NA,5,374.2071,200907059127051,20090705912705,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37710,10,2793.2189,20090806761600,NA,NA,NA,3,2577.1679,200908067616031,20090806761603,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,37732,10,2349.1258,20080907033200,NA,NA,NA,3,2263.7947,200809070332041,20080907033204,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37803,10,260.6978,20080807137800,NA,NA,NA,3,281.7028,200808071378031,20080807137803,NA,5,1,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,37806,10,251.3597,20090905308900,NA,NA,NA,4,280.6828,200909053089041,20090905308904,NA,5,2,803,0,11,20,"Kindergarten","Nursery (pre-school, pre-K) part-day","Not Retended","NIU","Yes","Yes"
2009,37956,10,968.1391,20080801179300,NA,NA,NA,5,1154.6208,200808011793061,20080801179306,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37961,10,998.4736,20081001133800,NA,NA,NA,4,1324.6503,200810011338041,20081001133804,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37963,10,943.8738,20090701113600,NA,NA,NA,3,1092.5688,200907011136041,20090701113604,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37966,10,1522.1723,20090701068700,NA,NA,NA,3,1368.3544,200907010687021,20090701068702,NA,5,2,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,37987,10,1734.2376,20081001139300,NA,NA,NA,3,806.032,200810011393031,20081001139303,NA,5,1,100,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,38050,10,373.7386,20080901261300,NA,NA,NA,4,312.8045,200809012613041,20080901261304,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38118,10,345.0392,20080801335200,NA,NA,NA,3,543.4485,200808013352021,20080801335202,NA,5,2,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38226,10,3320.6734,20090701523200,NA,NA,NA,5,3575.444,200907015232031,20090701523203,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38237,10,4691.9922,20091003823700,NA,NA,NA,3,9266.8958,200910038237031,20091003823703,NA,5,1,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38309,10,3331.3927,20080801445300,NA,NA,NA,3,2710.8031,200808014453031,20080801445303,NA,5,2,651,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38316,10,4361.5022,20091003831600,NA,NA,NA,6,3647.8623,200910038316061,20091003831606,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38456,10,3303.7288,20080801555600,NA,NA,NA,4,4285.7751,200808015556031,20080801555603,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38489,10,2915.4261,20090701692600,NA,NA,NA,3,3467.5149,200907016926041,20090701692604,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38626,10,3278.3702,20081001809100,NA,NA,NA,4,4074.493,200810018091042,20081001809104,NA,5,1,651,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,38720,10,2900.6016,20090901088000,NA,NA,NA,4,3156.9127,200909010880041,20090901088004,NA,5,2,200,0,102,101,"Others","Others","Not Retended","NIU","No","No"
2009,38730,10,2637.2131,20090801793300,NA,NA,NA,3,2946.1828,200908017933052,20090801793305,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38731,10,3785.9896,20090801786100,NA,NA,NA,4,3061.866,200908017861031,20090801786103,NA,5,1,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38844,10,1901.6678,20080702635100,NA,NA,NA,3,2387.3541,200807026351051,20080702635105,NA,5,2,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38887,10,470.0194,20081002906400,NA,NA,NA,4,514.9952,200810029064031,20081002906403,NA,5,1,802,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,38950,10,1714.5771,20091003895000,NA,NA,NA,4,1658.5022,200910038950041,20091003895004,NA,5,1,200,0,12,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) full-day","Retended","NIU","No","Yes"
2009,39073,10,2827.9312,20090906448700,NA,NA,NA,4,3670.6267,200909064487041,20090906448704,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,39131,10,3666.9547,20080803171500,NA,NA,NA,3,3283.027,200808031715041,20080803171504,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39244,10,3915.7931,20081003232500,NA,NA,NA,4,4472.8272,200810032325031,20081003232503,NA,5,1,100,0,12,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) full-day","Retended","NIU","No","Yes"
2009,39245,10,3724.6408,20081003253400,NA,NA,NA,4,2639.7252,200810032534041,20081003253404,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39256,10,4007.79,20091003925600,NA,NA,NA,5,2639.7252,200910039256051,20091003925605,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39473,10,2616.2196,20080804353700,NA,NA,NA,4,2408.5336,200808043537041,20080804353704,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39585,10,3349.6121,20090904727200,NA,NA,NA,3,3811.0602,200909047272031,20090904727203,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39595,10,2554.7349,20090704267000,NA,NA,NA,4,2627.3153,200907042670031,20090704267003,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,39599,10,2532.4107,20080704324800,NA,NA,NA,5,2627.3153,200807043248031,20080704324803,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39600,10,2520.9118,20080804235300,NA,NA,NA,5,2408.5336,200808042353031,20080804235303,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39616,10,2368.8884,20091003961600,NA,NA,NA,4,3545.3806,200910039616041,20091003961604,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39636,10,3489.4821,20081004551700,NA,NA,NA,3,2387.0037,200810045517031,20081004551703,NA,5,1,200,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,39660,10,3001.6936,20081004691900,NA,NA,NA,3,2804.122,200810046919061,20081004691906,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39761,10,3062.7018,20090804559600,NA,NA,NA,3,3654.8835,200908045596021,20090804559602,NA,5,2,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39916,10,3606.2047,20090906071200,NA,NA,NA,4,2868.4768,200909060712041,20090906071204,NA,5,1,651,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,39923,10,4233.0326,20091003992300,NA,NA,NA,3,2387.0037,200910039923031,20091003992303,NA,5,1,200,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,39955,10,3230.9102,20090804606400,NA,NA,NA,6,3373.341,200908046064031,20090804606403,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,39964,10,2985.3403,20080804677500,NA,NA,NA,3,2598.4641,200808046775031,20080804677503,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40283,10,2645.5015,20081005092100,NA,NA,NA,3,2856.7521,200810050921041,20081005092104,NA,5,2,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,40350,10,3002.8466,20080705079900,NA,NA,NA,5,2917.0117,200807050799051,20080705079905,NA,5,1,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,40449,10,2705.3852,20090705132400,NA,NA,NA,5,1987.1,200907051324042,20090705132404,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40560,10,3067.7521,20090705448700,NA,NA,NA,4,2463.4757,200907054487041,20090705448704,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,40623,10,3010.0672,20080805496400,NA,NA,NA,4,3923.2207,200808054964041,20080805496404,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40674,10,2996.6008,20090805503000,NA,NA,NA,3,4105.604,200908055030041,20090805503004,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40804,10,379.2242,20080905582700,NA,NA,NA,3,297.1914,200809055827021,20080905582702,NA,5,2,300,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40816,10,490.3961,20090705593800,NA,NA,NA,3,397.7733,200907055938031,20090705593803,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40849,10,413.3126,20090705630700,NA,NA,NA,4,319.3772,200907056307041,20090705630704,NA,5,1,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,40942,10,2995.6414,20080905711300,NA,NA,NA,4,3665.9204,200809057113032,20080905711303,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,40947,10,2958.3834,20080905982400,NA,NA,NA,4,2523.5145,200809059824031,20080905982403,NA,5,1,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,41082,10,315.4468,20091004108200,NA,NA,NA,3,255.2856,200910041082031,20091004108203,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,41103,10,331.9755,20090806460600,NA,NA,NA,3,228.4787,200908064606071,20090806460607,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,41446,10,2182.3701,20080801137500,NA,NA,NA,3,1462.2842,200808011375031,20080801137503,NA,5,2,200,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,41487,10,1053.5771,20090901400600,NA,NA,NA,4,1147.9629,200909014006041,20090901400604,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,41499,10,348.8828,20080901260600,NA,NA,NA,4,527.2317,200809012606031,20080901260603,NA,5,1,200,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,41522,10,358.068,20090801294700,NA,NA,NA,5,481.401,200908012947051,20090801294705,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,41792,10,1674.434,20090900575700,NA,NA,NA,2,2218.6132,200909005757021,20090900575702,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,41852,10,455.0937,20080904071600,NA,NA,NA,3,352.2525,200809040716041,20080904071604,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,41897,10,467.1641,20090704200000,NA,NA,NA,3,428.6664,200907042000051,20090704200005,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,41927,10,366.8541,20090902845100,NA,NA,NA,3,350.4012,200909028451031,20090902845103,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42042,10,309.7594,20080906517200,NA,NA,NA,5,230.3706,200809065172031,20080906517203,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,42091,10,300.554,20080906434200,NA,NA,NA,3,229.5709,200809064342041,20080906434204,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42114,10,2666.2741,20090904922900,NA,NA,NA,3,2095.6782,200909049229031,20090904922903,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42124,10,2335.3706,20090800006000,NA,NA,NA,4,3434.8225,200908000060051,20090800006005,NA,5,2,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42146,10,2885.1709,20090700747700,NA,NA,NA,4,3444.9036,200907007477051,20090700747705,NA,5,2,100,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,42224,10,797.3994,20090702032800,NA,NA,NA,4,793.5397,200907020328031,20090702032803,NA,5,1,100,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,42236,10,1112.1078,20080802396000,NA,NA,NA,4,1094.5473,200808023960041,20080802396004,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42289,10,2588.3474,20090703631000,NA,NA,NA,2,2443.4304,200907036310041,20090703631004,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42363,10,3045.4758,20090705473600,NA,NA,NA,4,2572.1467,200907054736031,20090705473603,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,42430,10,2313.5625,20080807038500,NA,NA,NA,5,1860.1424,200808070385031,20080807038503,NA,5,2,200,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42435,10,1945.2771,20090706926600,NA,NA,NA,4,1755.7344,200907069266041,20090706926604,NA,5,1,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,42473,10,502.93,20080702928200,NA,NA,NA,5,465.1656,200807029282031,20080702928203,NA,5,2,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,42473,10,502.93,20080702928200,NA,NA,NA,6,465.1656,200807029282041,20080702928204,NA,5,2,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,42481,10,1439.7001,20090703528200,NA,NA,NA,4,1521.238,200907035282041,20090703528204,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42514,10,495.1673,20081000152300,NA,NA,NA,5,553.9547,200810001523061,20081000152306,NA,5,2,200,0,102,101,"Others","Others","Not Retended","NIU","No","No"
2009,42630,10,4175.8945,20080800203200,NA,NA,NA,5,4961.0857,200808002032031,20080800203203,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42783,10,2364.8452,20090800328300,NA,NA,NA,3,3301.6581,200908003283031,20090800328303,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42835,10,3103.2632,20090905729000,NA,NA,NA,3,4476.0149,200909057290031,20090905729003,NA,5,2,651,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,42838,10,3374.9875,20091004283800,NA,NA,NA,2,3031.9721,200910042838021,20091004283802,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,42886,10,3110.6392,20090800671900,NA,NA,NA,3,2798.1183,200908006719031,20090800671903,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,42898,10,4644.8183,20080900871600,NA,NA,NA,3,4182.4084,200809008716031,20080900871603,NA,5,2,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,42967,10,4277.6659,20080900447100,NA,NA,NA,6,4854.0235,200809004471021,20080900447102,NA,5,2,200,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,43011,10,2992.6074,20081000487400,NA,NA,NA,4,2504.6591,200810004874031,20081000487403,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43015,10,2882.3542,20090904978400,NA,NA,NA,5,3237.71,200909049784051,20090904978405,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43125,10,2612.1916,20080700403400,NA,NA,NA,4,3458.834,200807004034041,20080700403404,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43134,10,2790.7895,20080700413200,NA,NA,NA,6,3458.834,200807004132071,20080700413207,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43272,10,3586.0434,20080900678000,NA,NA,NA,3,3622.1715,200809006780041,20080900678004,NA,5,2,100,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,43376,10,3191.3111,20090700701100,NA,NA,NA,7,3468.2051,200907007011071,20090700701107,NA,5,1,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,43381,10,3000.4828,20090800711800,NA,NA,NA,4,2607.0184,200908007118041,20090800711804,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,43479,10,2950.3696,20080700506100,NA,NA,NA,3,3176.9238,200807005061031,20080700506103,NA,5,2,100,0,101,20,"Kindergarten","Others","Not Retended","NIU","Yes","No"
2009,43559,10,3148.643,20090800842200,NA,NA,NA,3,2181.977,200908008422041,20090800842204,NA,5,2,651,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,43598,10,3738.4327,20080900827900,NA,NA,NA,5,2766.7385,200809008279051,20080900827905,NA,5,1,300,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43652,10,2152.7251,20080700941100,NA,NA,NA,3,1571.2446,200807009411052,20080700941105,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43695,10,1713.0442,20080800937200,NA,NA,NA,4,1389.5874,200808009372031,20080800937203,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43742,10,2158.8331,20081104197200,NA,NA,NA,4,1978.7351,200811041972041,20081104197204,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,43942,10,864.2379,20090905042000,NA,NA,NA,5,919.8873,200909050420051,20090905042005,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,44022,10,2972.9777,20081002177300,NA,NA,NA,5,3253.7244,200810021773031,20081002177303,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,44051,10,2909.7072,20090702106300,NA,NA,NA,3,3046.9605,200907021063031,20090702106303,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,44096,10,2977.3813,20080702156200,NA,NA,NA,3,2788.5998,200807021562041,20080702156204,NA,5,1,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,44108,10,4048.6947,20080702140400,NA,NA,NA,4,4745.295,200807021404021,20080702140402,NA,5,1,200,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,44191,10,3184.075,20090802280900,NA,NA,NA,2,3625.7355,200908022809021,20090802280902,NA,5,1,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,44192,10,3417.987,20090907033700,NA,NA,NA,3,2664.4016,200909070337031,20090907033703,NA,5,1,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,44206,10,3068.947,20090906630300,NA,NA,NA,3,2866.5485,200909066303031,20090906630303,NA,5,1,100,0,11,10,"Nursery (pre-school, pre-kindergarten)","Nursery (pre-school, pre-K) part-day","Retended","NIU","No","Yes"
2009,44212,10,3085.4396,20080702255700,NA,NA,NA,4,3531.5372,200807022557031,20080702255703,NA,5,2,804,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,44244,10,4305.3427,20091004424400,NA,NA,NA,3,3316.0818,200910044244031,20091004424403,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,44298,10,4048.9116,20090901843000,NA,NA,NA,4,3953.4507,200909018430041,20090901843004,NA,5,2,100,0,102,101,"Others","Others","Not Retended","NIU","No","No"
2009,44437,10,1536.9278,20091004443700,NA,NA,NA,4,1451.0075,200910044437041,20091004443704,NA,5,1,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,44437,10,1536.9278,20091004443700,NA,NA,NA,5,1363.5645,200910044437051,20091004443705,NA,5,2,100,0,21,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten part-day","Not Retended","NIU","Yes","Yes"
2009,44481,10,1298.9683,20080902524800,NA,NA,NA,3,1741.035,200809025248031,20080902524803,NA,5,2,100,0,22,10,"Nursery (pre-school, pre-kindergarten)","Kindergarten full-day","Not Retended","NIU","Yes","Yes"
2009,44505,10,3833.0658,20090702735700,NA,NA,NA,10,2657.259,200907027357101,20090702735710,NA,5,2,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,44585,10,3425.682,20080902749600,NA,NA,NA,4,3004.4809,200809027496031,20080902749603,NA,5,1,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,44594,10,3170.0006,20080702784400,NA,NA,NA,3,2593.0358,200807027844031,20080702784403,NA,5,2,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
2009,44615,10,3387.8565,20090906289000,NA,NA,NA,6,3565.3186,200909062890061,20090906289006,NA,5,1,100,0,22,20,"Kindergarten","Kindergarten full-day","Not Retended","NIU","Yes","No"
